,0
0.49,566.32868876505
0.491,565.9057848061954
0.492,565.4191746051201
0.493,564.8617398724831
0.494,564.226394622837
0.495,563.5063921019511
0.496,562.6957100610149
0.497,561.7895067689718
0.498,560.7846272217212
0.499,559.6801234487343
0.5,558.4777368277225
0.501,557.182277470291
0.502,555.8018305585902
0.503,554.3477263614967
0.504,552.8342320888831
0.505,551.2779587911178
0.506,549.6970198027368
0.507,548.1100196556378
0.508,546.5349835515508
0.509,544.9883491698815
0.51,543.4841317795759
0.511,542.0333436323128
0.512,540.6437077470803
0.513,539.3196646528382
0.514,538.0626371195588
0.515,536.8714972478446
0.516,535.7431730182592
0.517,534.673334650433
0.518,533.657110331826
0.519,532.6897914674721
0.52,531.7674961326095
0.521,530.8877641265799
0.522,530.0500579261294
0.523,529.2561423905989
0.524,528.510314708617
0.525,527.8194574597022
0.526,527.1928938384032
0.527,526.6420356624467
0.528,526.1798304713543
0.529,525.8200308392727
0.53,525.5763233034513
0.531,525.4613631991652
0.532,525.4857645569449
0.533,525.6570931553748
0.534,525.978909874854
0.535,526.4499147270172
0.536,527.0632510993173
0.537,527.8060426050583
0.538,528.6592450218482
0.539,529.5978942562765
0.54,530.5918102062377
0.541,531.6067729300236
0.542,532.6061266519979
0.543,533.5527015938969
0.544,534.4108902175627
0.545,535.148687792462
0.546,535.7395137186201
0.547,536.163665550919
0.548,536.4093096613993
0.549,536.4729660051021
0.55,536.3594885162074
0.551,536.0815737797412
0.552,535.6588522787658
0.553,535.116635214755
0.554,534.4844102730195
0.555,533.7942012202705
0.556,533.0789230604115
0.557,532.3708685090247
0.558,531.7004467238575
0.559,531.0952610301923
0.56,530.5795646001001
0.561,530.1740816532084
0.562,529.8961371434702
0.563,529.7600074832851
0.564,529.777391352083
0.565,529.957901435756
0.566,530.3094908387033
0.567,530.8387471384211
0.568,531.5510088393788
0.569,532.4502812366507
0.57,533.5389508979089
0.571,534.817320498408
0.572,536.2830089584822
0.573,537.9302851425891
0.574,539.7494245501547
0.575,541.7261934172999
0.576,543.84156819444
0.577,546.0717854500494
0.578,548.3887852005171
0.579,550.7610612101979
0.58,553.1548721104317
0.581,555.5357089596122
0.582,557.8698713583527
0.583,560.1259860151259
0.584,562.2763129053312
0.585,564.2977211818774
0.586,566.1722696841538
0.587,567.8873824942032
0.588,569.4356573055239
0.589,570.814376703764
0.59,572.0248083446795
0.591,573.0713819868968
0.592,573.9608237663408
0.593,574.7013152522355
0.594,575.3017298251227
0.595,575.7709836516298
0.596,576.1175240750522
0.597,576.3489653062721
0.598,576.4718704083012
0.599,576.4916699752349
0.6,576.4127014694049
0.601,576.2383483611358
0.602,575.9712542985435
0.603,575.6135839933845
0.604,575.1672993766872
0.605,574.6344176601402
0.606,574.0172187170057
0.607,573.3183743571141
0.608,572.5409827332296
0.609,571.6885070044124
0.61,570.7646363358539
0.611,569.7731054970247
0.612,568.7175222070383
0.613,567.601255209159
0.614,566.4274291278693
0.615,565.1990553544247
0.616,563.9193045953947
0.617,562.5919005478148
0.618,561.2215897744622
0.619,559.8146240077407
0.62,558.3791807953992
0.621,556.9256487997677
0.622,555.4667163386663
0.623,554.0172254823137
0.624,552.5937864836914
0.625,551.2141832500462
0.626,549.8966328081087
0.627,548.6589829776784
0.628,547.5179375989043
0.629,546.488386544864
0.63,545.5828918786468
0.631,544.8113488879692
0.632,544.1808096212484
0.633,543.6954340429636
0.634,543.3565241880706
0.635,543.1626003667893
0.636,543.1094930499199
0.637,543.1904448193048
0.638,543.3962377995466
0.639,543.7153773063936
0.64,544.1343671327797
0.641,544.6381033579966
0.642,545.2103926724717
0.643,545.8345726894565
0.644,546.4941833000319
0.645,547.1736183287734
0.646,547.8586819296632
0.647,548.5369861995582
0.648,549.198152130406
0.649,549.8338082763597
0.65,550.4374122780403
0.651,551.0039430734928
0.652,551.5295227075657
0.653,552.0110258685713
0.654,552.4457248821601
0.655,552.8310015402501
0.656,553.1641389205477
0.657,553.4421899995299
0.658,553.6619081966905
0.659,553.8197194953633
0.66,553.9117164577253
0.661,553.9336599769102
0.662,553.880982891593
0.663,553.7487984139796
0.664,553.5319239159087
0.665,553.2249359076385
