,0
2.0,4.577886149090121e-05
2.1,4.2031818408025375e-05
2.2,4.0124429528902894e-05
2.3,4.279192439362241e-05
2.4,5.293424399872876e-05
2.5,7.069999813818764e-05
2.6,9.263000547178226e-05
2.7,0.00011311884428867659
2.8,0.0001283748124036449
2.9,0.00013925865828827227
3.0,0.00014815941761727323
3.1,0.0001542772078092909
3.2,0.00015436640459243585
3.3,0.0001471657719468714
3.4000000000000004,0.00013516478531255406
3.5,0.0001227718346659733
3.6,0.00011334508118256147
3.7,0.00010669011396345087
3.8,9.926313859665325e-05
3.9000000000000004,8.772432871627062e-05
4.0,7.247872927692004e-05
4.1,5.7140932707872706e-05
4.2,4.475405042663465e-05
4.300000000000001,3.55609319069882e-05
4.4,2.808064323928234e-05
4.5,2.1227707614582352e-05
4.6,1.5113594706595617e-05
4.7,1.0366088563385387e-05
4.800000000000001,7.227813955159247e-06
4.9,5.323610298277781e-06
5.0,4.065211654221449e-06
5.1,3.078603575538642e-06
5.2,2.261402326599808e-06
5.300000000000001,1.6163417242584395e-06
5.4,1.144786701410599e-06
5.5,8.783404400614357e-07
5.6,9.200982646075797e-07
5.7,1.3944121548008914e-06
5.800000000000001,2.377053362032505e-06
5.9,3.902944052634042e-06
6.0,6.015231506644727e-06
6.1000000000000005,8.817722256486083e-06
6.2,1.2517403278584952e-05
6.3,1.733004192993611e-05
6.4,2.3215987676762056e-05
6.5,2.9807054800969383e-05
6.6000000000000005,3.686086341134475e-05
6.7,4.4792651883913475e-05
6.800000000000001,5.461959569987585e-05
6.9,6.750132450132696e-05
7.0,8.435413093093307e-05
7.1000000000000005,0.0001054266549090406
7.2,0.00012963541265278774
7.300000000000001,0.000154631011931319
7.4,0.00017875613663916832
7.5,0.00020301259927231545
7.6000000000000005,0.00022989109369944073
7.7,0.0002603328644587029
7.800000000000001,0.00029274847150237806
7.9,0.0003243745671339849
8.0,0.00035171246000756433
8.100000000000001,0.00037028922219734916
8.2,0.0003773654507519658
8.3,0.00037518714768515645
8.4,0.0003684530252201545
8.5,0.00035859602673689615
8.600000000000001,0.00034299730617221323
8.7,0.00031932633020540613
8.8,0.0002882134714994903
8.9,0.0002524324080673053
9.0,0.00021640458687956636
9.100000000000001,0.00018551279314966615
9.2,0.0001627302562908552
9.3,0.00014597998777891505
9.4,0.00013030055798947081
9.5,0.0001127191053611204
9.600000000000001,9.441684636461412e-05
9.7,7.82340189459206e-05
9.8,6.528810548024462e-05
9.9,5.4331625590006805e-05
10.0,4.348518905564586e-05
10.1,3.201656733454078e-05
10.200000000000001,2.0758473856344625e-05
10.3,1.129289028531394e-05
10.4,4.756204568697666e-06
10.5,1.5133713771763226e-06
10.6,1.787307101028837e-06
10.700000000000001,5.777849956559851e-06
10.8,1.2879855338899323e-05
10.9,2.136124135085315e-05
11.0,2.912896646536712e-05
11.1,3.480128743705847e-05
11.200000000000001,3.813934418991675e-05
11.3,3.925414281825739e-05
11.4,3.7532518244460054e-05
11.5,3.215425661424716e-05
11.600000000000001,2.3805831942407342e-05
11.700000000000001,1.4970486289302038e-05
11.8,8.308544983926044e-06
11.9,5.289827661734597e-06
12.0,6.193901181231169e-06
12.100000000000001,1.101946752997737e-05
12.200000000000001,1.9960806013930836e-05
12.3,3.241255576507161e-05
12.4,4.6038214381146904e-05
12.5,5.8083188522771686e-05
12.600000000000001,6.716239846396898e-05
12.700000000000001,7.315189957145645e-05
12.8,7.657445382314341e-05
12.9,7.80768568343033e-05
13.0,7.692262429081419e-05
13.100000000000001,7.05752022563677e-05
13.200000000000001,5.799856670241558e-05
13.3,4.2477802263048854e-05
13.4,2.8506591323161854e-05
13.5,1.8159617999578537e-05
13.600000000000001,1.1690213711405277e-05
13.700000000000001,8.684527153674435e-06
13.8,8.194452942891105e-06
13.9,9.528367467441869e-06
14.0,1.33517932090985e-05
14.100000000000001,2.2244515493988075e-05
14.200000000000001,4.089173696051462e-05
14.3,7.361565219882101e-05
14.4,0.00010929084691804797
14.5,0.00011505821328327053
14.600000000000001,8.947017639106013e-05
14.700000000000001,6.20191295935725e-05
14.8,4.481567267841828e-05
14.9,3.7456609789005804e-05
15.0,0.0029752343372397992
15.100000000000001,3.641278377649971e-05
15.200000000000001,4.5222243646435975e-05
15.3,6.315444314255944e-05
15.4,9.161609041037397e-05
15.5,0.00011834106382575566
15.600000000000001,0.00011314807755229672
15.700000000000001,7.710479572003323e-05
15.8,4.3524832190384114e-05
15.9,2.4150881881045133e-05
16.0,1.4873983680566394e-05
16.1,1.0949047952097948e-05
16.200000000000003,9.652529475594338e-06
16.3,1.0262967230773135e-05
16.4,1.3583797097306187e-05
16.5,2.0775580181270255e-05
16.6,3.2380675685316365e-05
16.700000000000003,4.803902704038833e-05
16.8,6.531031304584463e-05
16.9,7.92558599802352e-05
17.0,8.643329557322555e-05
17.1,8.807898667140188e-05
17.200000000000003,8.691964825709603e-05
17.3,8.358679974352169e-05
17.4,7.718849910218049e-05
17.5,6.717910504444236e-05
17.6,5.3990268179242596e-05
17.700000000000003,3.940605251242827e-05
17.8,2.6342715244766466e-05
17.9,1.6985770657209012e-05
18.0,1.1687141940295456e-05
18.1,1.0130722763541904e-05
18.2,1.2419367074719278e-05
18.3,1.8448017320135408e-05
18.400000000000002,2.674870717052188e-05
18.5,3.449459628290733e-05
18.6,3.9084284211283835e-05
18.7,3.9862730729802783e-05
18.8,3.7797827752696814e-05
18.900000000000002,3.371399718933862e-05
19.0,2.7656880044086955e-05
19.1,1.9857789252763117e-05
19.2,1.1578947596993614e-05
19.3,4.755893159128635e-06
19.400000000000002,9.37622332022056e-07
19.5,6.709511119573329e-07
19.6,3.96247574425666e-06
19.7,1.0899856527225631e-05
19.8,2.12324645219273e-05
19.900000000000002,3.3552435516688055e-05
20.0,4.559021545453947e-05
