,0
2.0,9.447077724287313e-06
2.1,1.3573613904177946e-05
2.2,1.4793245816144048e-05
2.3,1.234942796605016e-05
2.4,7.965114875866433e-06
2.5,3.967232891143257e-06
2.6,1.393734775184683e-06
2.7,2.544907531586474e-07
2.8,3.211020473659425e-07
2.9,1.306430395600045e-06
3.0,2.7207705650700087e-06
3.1,3.961740429263243e-06
3.2,4.770153795043198e-06
3.3,5.418678105833359e-06
3.4000000000000004,6.218067838686984e-06
3.5,7.020188902956879e-06
3.6,7.3339531398144645e-06
3.7,6.8706742645791875e-06
3.8,5.801149719034393e-06
3.9000000000000004,4.481855390769476e-06
4.0,3.1699377702979226e-06
4.1,2.0055188789244977e-06
4.2,1.11651600607357e-06
4.300000000000001,6.881016628281118e-07
4.4,9.072466828675578e-07
4.5,1.8180648141269036e-06
4.6,3.293638498605058e-06
4.7,5.196458373506324e-06
4.800000000000001,7.5048157580274366e-06
4.9,1.0228417367924175e-05
5.0,1.3206659826089151e-05
5.1,1.600769624665538e-05
5.2,1.807440253089731e-05
5.300000000000001,1.905702499736821e-05
5.4,1.900465965549148e-05
5.5,1.8195820509006002e-05
5.6,1.6861210741241132e-05
5.7,1.5101607779985065e-05
5.800000000000001,1.2960958777952869e-05
5.9,1.0521654153105858e-05
6.0,7.978569441878547e-06
6.1000000000000005,5.620508070108022e-06
6.2,3.6916043738335855e-06
6.3,2.278864223563707e-06
6.4,1.340610206949728e-06
6.5,8.107592947781994e-07
6.6000000000000005,6.778431781973602e-07
6.7,9.930811331719461e-07
6.800000000000001,1.7931383568805228e-06
6.9,2.9939490749086387e-06
7.0,4.406267111417928e-06
7.1000000000000005,5.902563611918024e-06
7.2,7.546393103855634e-06
7.300000000000001,9.56261921882244e-06
7.4,1.2186636687862923e-05
7.5,1.5459286526457958e-05
7.6000000000000005,1.9035875474848815e-05
7.7,2.2166037868352796e-05
7.800000000000001,2.4068297226831337e-05
7.9,2.4502510289663583e-05
8.0,2.389153193182606e-05
8.100000000000001,2.2896970436082623e-05
8.2,2.197657354507154e-05
8.3,2.120381282762034e-05
8.4,2.032681069878001e-05
8.5,1.9016826475943664e-05
8.600000000000001,1.7167998616671343e-05
8.7,1.4981028300462164e-05
8.8,1.2734966969838858e-05
8.9,1.0560239625736214e-05
9.0,8.512169444783775e-06
9.100000000000001,6.791049413979074e-06
9.2,5.781205383879372e-06
9.3,5.860770823727209e-06
9.4,7.144372474485116e-06
9.5,9.354240067743256e-06
9.600000000000001,1.2004828130699102e-05
9.7,1.4750865840189242e-05
9.8,1.7504155573643964e-05
9.9,2.02648675470845e-05
10.0,2.2890578812592636e-05
10.1,2.493141686169093e-05
10.200000000000001,2.563093226546622e-05
10.3,2.4294936435467836e-05
10.4,2.0923614501844845e-05
10.5,1.6391523777617645e-05
10.6,1.18415294551397e-05
10.700000000000001,8.026599589011922e-06
10.8,5.207574643146599e-06
10.9,3.3967607299584974e-06
11.0,2.56595823577928e-06
11.1,2.6887618346124703e-06
