,0
2.0,1.5062714020339876e-05
2.1,2.4523344151669977e-05
2.2,3.120744968138772e-05
2.3,3.18910386278894e-05
2.4,2.7372621621669224e-05
2.5,2.1295089303023752e-05
2.6,1.630938783972339e-05
2.7,1.2999289873780158e-05
2.8,1.08845316292577e-05
2.9,9.430946925661056e-06
3.0,8.440482513002197e-06
3.1,7.963908310350838e-06
3.2,8.081136969596929e-06
3.3,8.728834014906172e-06
3.4000000000000004,9.622241369007589e-06
3.5,1.031079384066211e-05
3.6,1.0458964626807269e-05
3.7,1.019975064960013e-05
3.8,1.0114212866128483e-05
3.9000000000000004,1.0803666137426576e-05
4.0,1.2468477571106411e-05
4.1,1.48144707078608e-05
4.2,1.7331880506256845e-05
4.300000000000001,1.96300444228426e-05
4.4,2.1504372619480884e-05
4.5,2.2755838191265037e-05
4.6,2.301475996393255e-05
4.7,2.1873074686669503e-05
4.800000000000001,1.93207405576609e-05
4.9,1.595424149160755e-05
5.0,1.2607948253597387e-05
5.1,9.859231135265477e-06
5.2,7.900019633290127e-06
5.300000000000001,6.685035948360456e-06
5.4,6.0912611899854485e-06
5.5,5.995413317849527e-06
5.6,6.295755216201054e-06
5.7,6.923035209298621e-06
5.800000000000001,7.857881977026356e-06
5.9,9.132787452181522e-06
6.0,1.0791380508979623e-05
6.1000000000000005,1.2803865235610096e-05
6.2,1.4961721055672877e-05
6.3,1.682038738205735e-05
6.4,1.783410002205239e-05
6.5,1.771396861931342e-05
6.6000000000000005,1.6653996444163985e-05
6.7,1.5107748651631097e-05
6.800000000000001,1.34245949059738e-05
6.9,1.176037292888568e-05
7.0,1.018044507745566e-05
7.1000000000000005,8.702029832727831e-06
7.2,7.287758655557971e-06
7.300000000000001,5.918447372955621e-06
7.4,4.690740992948768e-06
7.5,3.793702607294733e-06
7.6000000000000005,3.374542116701371e-06
7.7,3.421230122468443e-06
7.800000000000001,3.753699751710018e-06
7.9,4.151545021147244e-06
8.0,4.512757333134022e-06
8.100000000000001,4.873655260913802e-06
8.2,5.2824666496757445e-06
8.3,5.68275141603666e-06
8.4,5.935728400941111e-06
8.5,5.9484591891365925e-06
8.600000000000001,5.76716028414521e-06
8.7,5.536951720273491e-06
8.8,5.382645644903023e-06
8.9,5.376027114929807e-06
9.0,5.63684728440309e-06
9.100000000000001,6.406254321685043e-06
9.2,7.935271889166686e-06
9.3,1.0244038106719403e-05
9.4,1.2971563482658769e-05
9.5,1.5520654534477162e-05
9.600000000000001,1.74329558758768e-05
9.7,1.861178833784117e-05
9.8,1.919024060855232e-05
9.9,1.9257036027723192e-05
10.0,1.8693512661201602e-05
10.1,1.7213806177032157e-05
10.200000000000001,1.4610536140160263e-05
10.3,1.1070513840584037e-05
10.4,7.242351723758407e-06
10.5,3.9134137824632795e-06
10.6,1.631766180771671e-06
10.700000000000001,6.302447900590223e-07
10.8,9.820046385355889e-07
10.9,2.70969133821765e-06
11.0,5.694924036958335e-06
11.1,9.4876801963288e-06
11.200000000000001,1.3307304239420342e-05
11.3,1.6373837128759664e-05
11.4,1.8284801094632416e-05
11.5,1.906875646089335e-05
11.600000000000001,1.8919562151077962e-05
11.700000000000001,1.790883878230909e-05
11.8,1.5949075008302747e-05
11.9,1.303416736517969e-05
12.0,9.495563204378298e-06
12.100000000000001,5.963820948950957e-06
12.200000000000001,3.055637176652315e-06
12.3,1.1262147630154831e-06
12.4,2.857041792462466e-07
12.5,5.454750808934551e-07
12.600000000000001,1.8923479042089368e-06
12.700000000000001,4.244619386048363e-06
12.8,7.379390083262482e-06
12.9,1.0937877286082035e-05
13.0,1.4533512877753201e-05
13.100000000000001,1.7882138193949373e-05
13.200000000000001,2.0851097367716084e-05
13.3,2.3404099717639363e-05
13.4,2.55035831689559e-05
13.5,2.704667525704172e-05
13.600000000000001,2.786685059388173e-05
13.700000000000001,2.7786967092585444e-05
13.8,2.6703204921287806e-05
13.9,2.4680722095692293e-05
14.0,2.199902068882556e-05
14.100000000000001,1.9076923962712193e-05
14.200000000000001,1.6316275413212785e-05
14.3,1.3986005727113763e-05
14.4,1.2196526001787735e-05
14.5,1.0923968583875174e-05
14.600000000000001,1.0053452958340127e-05
14.700000000000001,9.44315595000623e-06
14.8,8.994277206357697e-06
14.9,8.683251230787826e-06
15.0,8.526373258538233e-06
15.100000000000001,8.506759917050052e-06
15.200000000000001,8.535735959066332e-06
15.3,8.48823071689129e-06
15.4,8.275419672296734e-06
15.5,7.884896819634014e-06
15.600000000000001,7.366069651499759e-06
15.700000000000001,6.791070902766653e-06
15.8,6.220139286714139e-06
15.9,5.685117059602244e-06
16.0,5.200122350024029e-06
16.1,4.793115398465579e-06
16.200000000000003,4.529856823435615e-06
16.3,4.49945306653134e-06
16.4,4.757938770532629e-06
16.5,5.2648436545656225e-06
16.6,5.866001202320012e-06
16.700000000000003,6.348209042291039e-06
16.8,6.529397818479936e-06
16.9,6.31606798655316e-06
17.0,5.6990789066491946e-06
17.1,4.725453509268169e-06
17.200000000000003,3.4982083620086553e-06
17.3,2.19768639221271e-06
17.4,1.06870014283091e-06
17.5,3.526596458969652e-07
