-60 	-60 	100 	1 	0 	0 	1 	-45 	0.583415 	1.566736 	0 	0 	1 	
-59 	-59 	100 	1 	1 	1 	0 	45 	0.783412 	1.650020 	2 	0 	0.759421 	
-58 	-58 	100 	1 	1 	1 	1 	-45 	0.716723 	1.083503 	1 	0 	0.805078 	
-57 	-57 	100 	1 	1 	1 	1 	-45 	0.600028 	0.566772 	2 	1 	0.872073 	
-56 	-56 	100 	1 	1 	1 	0 	45 	0.783472 	1.650169 	2 	0 	0.619163 	
-55 	-55 	100 	1 	1 	1 	1 	-45 	0.450049 	1.149993 	1 	0 	0.879394 	
-54 	-54 	100 	1 	1 	1 	0 	45 	0.566707 	0.766737 	2 	0 	0.804552 	
-53 	-53 	100 	1 	1 	1 	0 	45 	0.666635 	0.783398 	1 	1 	0.706507 	
-52 	-52 	100 	1 	0 	0 	0 	45 	0.633514 	0.616865 	1 	1 	0.986116 	
-51 	-51 	100 	1 	1 	1 	0 	45 	0.550052 	1.050024 	0 	0 	1 	
-50 	-50 	100 	1 	1 	1 	1 	-45 	0.533382 	1.633405 	1 	0 	0.887060 	
-49 	-49 	100 	1 	1 	1 	0 	45 	0.683408 	1.466756 	1 	1 	0.817508 	
-48 	-48 	100 	1 	0 	0 	0 	45 	0.600108 	1.483441 	1 	1 	0.822471 	
-47 	-47 	100 	1 	1 	1 	1 	-45 	0.783432 	0.766701 	0 	0 	1 	
-46 	-46 	100 	1 	1 	1 	1 	-45 	0.666658 	0.733463 	2 	1 	0.602822 	
-45 	-45 	100 	1 	1 	1 	1 	-45 	0.633347 	1.299988 	1 	0 	0.743900 	
-44 	-44 	100 	1 	0 	0 	0 	45 	0.666732 	1.450045 	1 	1 	0.780144 	
-43 	-43 	100 	1 	1 	1 	0 	45 	0.616780 	1.100008 	1 	1 	0.787249 	
-42 	-42 	100 	1 	1 	1 	1 	-45 	0.533409 	0.783364 	2 	1 	0.710690 	
-41 	-41 	100 	1 	1 	1 	1 	-45 	0.650035 	1.066749 	2 	1 	0.936133 	
-40 	-40 	100 	1 	0 	0 	1 	-45 	0.566700 	0.983230 	0 	0 	1 	
-39 	-39 	100 	1 	1 	1 	1 	-45 	0.583389 	1.500004 	2 	1 	0.706418 	
-38 	-38 	100 	1 	1 	1 	1 	-45 	0.583320 	1.383427 	2 	1 	0.759823 	
-37 	-37 	100 	1 	0 	0 	1 	-45 	0.666571 	0.950105 	2 	1 	0.734887 	
-36 	-36 	100 	1 	1 	1 	1 	-45 	0.433377 	1.433533 	2 	1 	0.789025 	
-35 	-35 	100 	1 	1 	1 	1 	-45 	0.416632 	1.250096 	2 	1 	0.685777 	
-34 	-34 	100 	1 	0 	0 	1 	-45 	0.583268 	1.583384 	2 	1 	0.797835 	
-33 	-33 	100 	1 	1 	1 	0 	45 	0.466690 	1.466794 	1 	1 	0.641527 	
-32 	-32 	100 	1 	1 	1 	0 	45 	0.466775 	1.366709 	1 	1 	0.629059 	
-31 	-31 	100 	1 	0 	0 	0 	45 	0.500098 	1.466787 	1 	1 	0.738447 	
-30 	-30 	100 	1 	0 	0 	0 	45 	0.483560 	0.500093 	2 	0 	0.934580 	
-29 	-29 	100 	1 	0 	0 	0 	45 	0.600060 	1.483414 	1 	1 	0.508497 	
-28 	-28 	100 	1 	0 	0 	1 	-45 	0.516732 	1.033399 	2 	1 	0.569467 	
-27 	-27 	100 	1 	1 	1 	1 	-45 	0.633360 	1.233466 	2 	1 	0.672280 	
-26 	-26 	100 	1 	0 	0 	1 	-45 	0.566727 	0.983412 	2 	1 	0.586966 	
-25 	-25 	100 	1 	1 	1 	1 	-45 	0.533491 	1.633458 	2 	1 	0.612520 	
-24 	-24 	100 	1 	1 	1 	1 	-45 	0.666663 	0.733394 	2 	1 	0.571232 	
-23 	-23 	100 	1 	0 	0 	0 	45 	0.716787 	0.966764 	1 	1 	0.483639 	
-22 	-22 	100 	1 	0 	0 	0 	45 	0.566810 	0.916720 	1 	1 	0.444543 	
-21 	-21 	100 	1 	1 	1 	0 	45 	0.466710 	1.366687 	1 	1 	0.558502 	
-20 	-20 	100 	1 	0 	0 	1 	-45 	0.566717 	0.666768 	2 	1 	0.619540 	
-19 	-19 	100 	1 	0 	0 	1 	-45 	0.566714 	0.983325 	2 	1 	0.587107 	
-18 	-18 	100 	1 	0 	0 	0 	45 	0.466701 	1.650088 	1 	1 	0.904797 	
-17 	-17 	100 	1 	1 	1 	1 	-45 	0.716781 	0.500068 	2 	1 	0.694554 	
