-60 	-60 	80 	1 	0 	0 	0 	45 	0.400058 	1.000013 	0 	0 	1 	
-59 	-59 	80 	1 	0 	0 	0 	45 	0.699974 	1.216550 	0 	0 	1 	
-58 	-58 	80 	1 	0 	0 	1 	-45 	0.533221 	1.066480 	0 	0 	1 	
-57 	-57 	80 	1 	1 	1 	0 	45 	0.516638 	0.983258 	2 	0 	0.471533 	
-56 	-56 	80 	1 	0 	0 	0 	45 	0.699818 	0.916773 	0 	0 	0.155981 	
-55 	-55 	80 	1 	0 	0 	0 	45 	0.549978 	1.166649 	0 	0 	1 	
-54 	-54 	80 	1 	1 	1 	0 	45 	0.483132 	0.683278 	0 	0 	1 	
-53 	-53 	80 	1 	0 	0 	1 	-45 	0.616680 	1.283200 	1 	0 	0.478059 	
-52 	-52 	80 	1 	1 	1 	0 	45 	0.483399 	1.483119 	2 	0 	0.245447 	
-51 	-51 	80 	0 	1 	0 	0 	45 	0.466630 	0.933282 	2 	0 	0.142376 	
-50 	-50 	80 	1 	1 	1 	0 	45 	0.549977 	0.883280 	2 	0 	0.192402 	
-49 	-49 	80 	0 	1 	0 	1 	-45 	0.399985 	0.633283 	0 	0 	1 	
-48 	-48 	80 	1 	0 	0 	1 	-45 	0.566572 	0.883061 	0 	0 	1 	
-47 	-47 	80 	1 	1 	1 	1 	-45 	0.399855 	1.633334 	0 	0 	1 	
-46 	-46 	80 	0 	1 	0 	1 	-45 	0.416637 	1.599838 	0 	0 	1 	
-45 	-45 	80 	1 	1 	1 	1 	-45 	0.466622 	0.766411 	0 	0 	1 	
-44 	-44 	80 	1 	1 	1 	0 	45 	0.483221 	1.583337 	0 	0 	1 	
-43 	-43 	80 	1 	0 	0 	0 	45 	0.633521 	1.299745 	0 	0 	1 	
-42 	-42 	80 	1 	0 	0 	0 	45 	0.483298 	1.432918 	1 	1 	0.346700 	
-41 	-41 	80 	1 	1 	1 	1 	-45 	0.616710 	1.649705 	2 	1 	0.324173 	
-40 	-40 	80 	1 	1 	1 	1 	-45 	0.616586 	1.599826 	2 	1 	0.328569 	
-39 	-39 	80 	1 	0 	0 	1 	-45 	0.533108 	1.033414 	1 	0 	0.239200 	
-38 	-38 	80 	0 	0 	1 	0 	45 	0.783296 	1.183324 	2 	0 	0.447602 	
-37 	-37 	80 	0 	0 	1 	1 	-45 	0.449826 	0.916432 	2 	1 	0.341133 	
-36 	-36 	80 	1 	0 	0 	0 	45 	0.733239 	0.899974 	1 	1 	0.345811 	
-35 	-35 	80 	1 	0 	0 	0 	45 	0.716474 	1.500098 	1 	1 	0.325788 	
-34 	-34 	80 	1 	1 	1 	1 	-45 	0.599820 	0.933111 	2 	1 	0.468894 	
-33 	-33 	80 	1 	0 	0 	0 	45 	0.399974 	1.249666 	1 	1 	0.235956 	
