-60 	-60 	80 	1 	1 	1 	0 	45 	0.400013 	1.000016 	2 	0 	0.729723 	
-59 	-59 	80 	1 	1 	1 	0 	45 	0.616619 	0.900040 	0 	0 	1 	
-58 	-58 	80 	1 	0 	0 	0 	45 	0.749914 	1.216675 	2 	0 	0.676034 	
-57 	-57 	80 	0 	1 	0 	1 	-45 	0.666631 	1.233333 	0 	0 	1 	
-56 	-56 	80 	0 	0 	1 	0 	45 	0.466617 	0.583258 	2 	0 	0.729823 	
-55 	-55 	80 	1 	0 	0 	0 	45 	0.549955 	1.499948 	1 	1 	0.800342 	
-54 	-54 	80 	1 	1 	1 	0 	45 	0.583327 	1.666645 	2 	0 	0.831118 	
-53 	-53 	80 	1 	0 	0 	1 	-45 	0.783278 	0.616635 	2 	1 	0.792560 	
-52 	-52 	80 	1 	0 	0 	1 	-45 	0.449990 	0.650030 	2 	1 	0.835518 	
-51 	-51 	80 	1 	0 	0 	0 	45 	0.733301 	0.583326 	2 	0 	0.831014 	
-50 	-50 	80 	1 	1 	1 	1 	-45 	0.649938 	1.583285 	1 	0 	0.828559 	
-49 	-49 	80 	0 	1 	0 	0 	45 	0.549975 	0.733285 	2 	0 	0.982530 	
-48 	-48 	80 	1 	1 	1 	1 	-45 	0.466652 	1.216588 	0 	0 	1 	
-47 	-47 	80 	1 	0 	0 	1 	-45 	0.566657 	0.633296 	1 	0 	0.632047 	
-46 	-46 	80 	1 	0 	0 	1 	-45 	0.583312 	1.116636 	1 	0 	0.452956 	
-45 	-45 	80 	0 	1 	0 	0 	45 	0.449965 	1.399951 	1 	1 	0.864043 	
-44 	-44 	80 	1 	0 	0 	1 	-45 	0.633293 	0.866593 	1 	0 	0.651059 	
-43 	-43 	80 	0 	1 	0 	0 	45 	0.483225 	0.700005 	1 	1 	0.816153 	
-42 	-42 	80 	1 	0 	0 	0 	45 	0.549952 	1.199926 	2 	0 	0.542392 	
-41 	-41 	80 	0 	1 	0 	0 	45 	0.633339 	1.099986 	2 	0 	0.815718 	
-40 	-40 	80 	0 	0 	1 	1 	-45 	0.500016 	0.749913 	2 	1 	0.635718 	
-39 	-39 	80 	1 	1 	1 	0 	45 	0.516643 	0.866629 	2 	0 	0.828226 	
-38 	-38 	80 	1 	0 	0 	0 	45 	0.633313 	1.099970 	2 	0 	0.692401 	
-37 	-37 	80 	1 	1 	1 	0 	45 	0.499951 	0.983341 	0 	0 	1 	
-36 	-36 	80 	1 	0 	0 	0 	45 	0.716648 	1.283275 	2 	0 	0.715436 	
-35 	-35 	80 	0 	1 	0 	0 	45 	0.783302 	1.000076 	1 	1 	0.989165 	
-34 	-34 	80 	1 	0 	0 	1 	-45 	0.683291 	0.949884 	2 	1 	0.636350 	
-33 	-33 	80 	1 	1 	1 	0 	45 	0.533417 	1.016638 	2 	0 	0.826025 	
-32 	-32 	80 	1 	1 	1 	0 	45 	0.633316 	1.499976 	1 	1 	0.962133 	
-31 	-31 	80 	1 	1 	1 	0 	45 	0.433357 	1.183327 	0 	0 	1 	
-30 	-30 	80 	0 	0 	1 	0 	45 	0.749904 	0.783349 	1 	1 	0.953315 	
-29 	-29 	80 	1 	1 	1 	0 	45 	0.749955 	0.633261 	2 	0 	0.944215 	
-28 	-28 	80 	1 	0 	0 	1 	-45 	0.716521 	0.516557 	2 	1 	0.931862 	
-27 	-27 	80 	1 	1 	1 	0 	45 	0.499933 	1.599900 	1 	1 	0.951245 	
-26 	-26 	80 	0 	0 	1 	0 	45 	0.633330 	1.283285 	0 	0 	1 	
-25 	-25 	80 	1 	1 	1 	0 	45 	0.399989 	1.000010 	2 	0 	0.697120 	
-24 	-24 	80 	1 	1 	1 	0 	45 	0.566664 	1.616621 	1 	1 	0.641212 	
-23 	-23 	80 	1 	0 	0 	0 	45 	0.516607 	1.433369 	2 	0 	0.671453 	
-22 	-22 	80 	1 	0 	0 	1 	-45 	0.466704 	1.149958 	1 	0 	0.711764 	
-21 	-21 	80 	1 	0 	0 	1 	-45 	0.466578 	1.466592 	2 	1 	0.590137 	
-20 	-20 	80 	1 	1 	1 	1 	-45 	0.566659 	0.716693 	0 	0 	1 	
-19 	-19 	80 	1 	0 	0 	0 	45 	0.433307 	1.099974 	2 	0 	0.586183 	
-18 	-18 	80 	1 	1 	1 	0 	45 	0.633272 	0.499966 	2 	0 	0.641691 	
-17 	-17 	80 	0 	0 	1 	1 	-45 	0.583308 	1.649860 	0 	0 	1 	
-16 	-16 	80 	1 	0 	0 	1 	-45 	0.666666 	0.883292 	0 	0 	1 	
-15 	-15 	80 	1 	0 	0 	1 	-45 	0.666599 	1.183246 	0 	0 	1 	
-14 	-14 	80 	0 	0 	1 	0 	45 	0.649955 	1.016654 	0 	0 	1 	
-13 	-13 	80 	1 	0 	0 	1 	-45 	0.400066 	1.049971 	0 	0 	1 	
-12 	-12 	80 	1 	1 	1 	0 	45 	0.416669 	1.616523 	2 	0 	0.888815 	
-11 	-11 	80 	1 	0 	0 	0 	45 	0.516626 	0.766614 	0 	0 	1 	
-10 	-10 	80 	1 	0 	0 	1 	-45 	0.599960 	0.550048 	0 	0 	1 	
-9 	-9 	80 	1 	0 	0 	0 	45 	0.649965 	1.066763 	1 	1 	0.880140 	
-8 	-8 	80 	1 	1 	1 	0 	45 	0.550145 	1.049908 	1 	1 	0.947474 	
-7 	-7 	80 	1 	1 	1 	1 	-45 	0.716632 	0.783301 	2 	1 	0.950075 	
-6 	-6 	80 	0 	0 	1 	1 	-45 	0.683301 	0.850044 	2 	1 	0.983608 	
-5 	-5 	80 	1 	1 	1 	1 	-45 	0.783362 	0.966719 	2 	1 	0.804042 	
-4 	-4 	80 	1 	1 	1 	1 	-45 	0.600020 	0.533410 	2 	1 	0.628860 	
-3 	-3 	80 	1 	1 	1 	1 	-45 	0.516630 	0.916652 	2 	1 	0.764132 	
