,subject,condition,validity,cue side,cue-target interval,reaction time,response
6786,12,60,invalid,right,1.5999,467.451,correct
6787,12,60,invalid,right,0.999861,610.389,correct
6788,12,60,valid,left,0.74969,445.78499999999997,correct
6789,12,60,invalid,right,1.399911,556.194,correct
6790,12,60,valid,right,1.34989,508.00100000000003,correct
6791,12,60,valid,right,1.299891,404.79900000000004,correct
6792,12,60,invalid,right,0.53316,1000.0,incorrect
6793,12,60,invalid,right,1.016518,400.25300000000004,correct
6794,12,60,invalid,right,0.716713,467.449,correct
6795,12,60,valid,left,1.633222,503.212,correct
6796,12,60,invalid,right,1.633254,668.387,correct
6797,12,60,valid,left,1.249888,524.076,correct
6798,12,60,valid,right,0.583152,562.309,correct
6799,12,60,invalid,right,1.48315,541.609,correct
6800,12,60,valid,left,1.099876,467.339,correct
6801,12,60,valid,right,1.049868,538.524,correct
6802,12,60,invalid,left,1.533228,662.0200000000001,correct
6803,12,60,valid,left,0.983162,624.33,correct
6804,12,60,valid,right,1.450098,355.30400000000003,correct
6805,12,60,valid,left,1.383145,483.422,correct
6806,12,60,valid,right,1.550072,404.04200000000003,correct
6807,12,60,invalid,left,1.299707,401.267,correct
6808,12,60,invalid,left,1.266768,347.856,correct
6809,12,60,valid,right,0.566474,621.961,correct
6810,12,60,valid,right,1.633262,365.77500000000003,correct
6811,12,60,invalid,left,0.816504,599.081,correct
6812,12,60,valid,right,0.499843,425.846,correct
6813,12,60,invalid,right,1.333221,489.71500000000003,correct
6814,12,60,valid,right,0.849809,383.693,correct
6815,12,60,valid,left,0.916495,537.308,correct
6816,12,60,invalid,left,0.949844,481.98400000000004,correct
6817,12,60,valid,right,1.116522,573.856,correct
6818,12,60,valid,left,0.699764,532.263,correct
6819,12,60,valid,right,0.983171,480.281,correct
6820,12,60,valid,left,0.783393,464.597,correct
6821,12,60,invalid,left,0.683194,482.38399999999996,correct
6822,12,60,valid,left,1.416485,402.509,correct
6823,12,60,valid,right,1.316447,407.207,correct
6824,12,60,valid,left,1.133403,417.844,correct
6825,12,60,valid,left,1.466758,433.741,correct
6826,12,60,invalid,right,0.566691,619.4340000000001,correct
6827,12,60,invalid,left,1.499914,436.262,correct
6828,12,60,valid,right,0.533079,485.21,correct
6829,12,60,valid,right,0.966678,393.84200000000004,correct
6830,12,60,valid,right,1.583201,379.784,correct
6831,12,60,valid,right,1.483406,398.046,correct
6832,12,60,valid,right,1.099888,314.363,correct
6833,12,60,valid,left,1.45009,422.541,correct
6834,12,60,valid,left,1.333214,520.803,correct
6835,12,60,invalid,right,1.266406,460.44800000000004,correct
6836,12,60,valid,left,0.683056,426.396,correct
6837,12,60,valid,left,1.583409,395.486,correct
6838,12,60,valid,right,1.099772,291.361,incorrect
6839,12,60,valid,right,0.51648,407.05400000000003,correct
6840,12,60,invalid,left,0.949873,479.06399999999996,correct
6841,12,60,invalid,left,1.600103,486.015,correct
6842,12,60,valid,left,0.549796,728.5120000000001,correct
6843,12,60,valid,right,1.216398,384.363,correct
6844,12,60,invalid,left,1.100024,434.087,correct
6845,12,60,valid,right,0.650018,496.047,correct
6846,12,60,valid,right,0.933158,505.77099999999996,correct
6847,12,60,invalid,left,1.016552,583.641,correct
6848,12,60,valid,left,0.666446,454.293,correct
6849,12,60,invalid,right,1.133401,442.707,correct
6850,12,60,invalid,left,0.566332,440.886,correct
6851,12,60,invalid,right,1.6001,381.019,correct
6852,12,60,valid,left,0.983189,377.72099999999995,correct
6853,12,60,valid,left,0.849793,330.93699999999995,correct
6854,12,60,valid,right,1.64984,425.649,correct
6855,12,60,valid,left,1.016719,377.813,correct
6856,12,60,valid,left,0.583148,442.16499999999996,correct
6857,12,60,invalid,left,0.966552,408.902,correct
6858,12,60,valid,right,1.233219,543.22,correct
6859,12,60,valid,right,1.66661,537.535,correct
6860,12,60,valid,left,1.233243,683.988,incorrect
6861,12,60,invalid,right,0.583165,389.96,correct
6862,12,60,valid,right,0.633192,382.876,correct
6863,12,60,valid,left,1.399813,527.322,correct
6864,12,60,valid,right,0.68338,761.696,correct
6865,12,60,invalid,left,1.083112,405.903,incorrect
6866,12,60,valid,left,1.19987,526.321,correct
6867,12,60,valid,left,0.566704,623.281,correct
6868,12,60,valid,left,0.916524,1000.0,incorrect
6869,12,60,invalid,right,1.500089,618.4300000000001,correct
6870,12,60,valid,right,1.56657,542.025,correct
6871,12,60,invalid,left,1.483212,504.641,correct
6872,12,60,invalid,right,1.416553,764.618,correct
6873,12,60,valid,right,0.533109,517.8199999999999,correct
6874,12,60,valid,left,0.716589,636.918,correct
6875,12,60,valid,right,0.666485,534.571,correct
6876,12,60,valid,right,0.766706,459.218,correct
6877,12,60,invalid,right,1.083391,589.474,correct
6878,12,60,valid,right,1.333197,442.685,correct
6879,12,60,valid,left,0.633369,541.63,correct
6880,12,60,invalid,left,1.116525,552.762,correct
6881,12,60,invalid,left,1.249856,501.545,correct
6882,12,60,valid,left,1.333411,561.31,correct
6883,12,60,valid,right,1.199851,473.281,correct
6884,12,60,valid,right,1.266542,453.54499999999996,correct
6885,12,60,valid,left,1.366445,601.248,correct
6886,12,60,valid,right,1.050238,386.1,correct
6887,12,60,valid,right,1.483217,335.27000000000004,correct
6888,12,60,valid,left,1.116514,445.859,correct
6889,12,60,valid,right,0.816494,324.767,correct
6890,12,60,valid,right,1.683428,445.731,correct
6891,12,60,invalid,right,0.833413,376.942,correct
6892,12,60,invalid,left,0.900048,773.113,correct
6893,12,60,valid,left,1.616591,365.724,correct
6894,12,60,invalid,left,0.799789,418.51800000000003,correct
6895,12,60,valid,left,1.43342,488.78,correct
6896,12,60,valid,right,0.716533,519.368,correct
6897,12,60,invalid,left,1.316739,494.299,correct
6898,12,60,valid,right,0.883204,389.897,correct
6899,12,60,invalid,left,1.683282,484.892,correct
6900,12,60,invalid,left,1.183231,471.33000000000004,correct
6901,12,60,valid,left,1.633214,527.811,correct
6902,12,60,invalid,left,1.033108,495.564,correct
6903,12,60,valid,right,1.033147,485.327,correct
6904,12,60,valid,left,1.283212,347.32,correct
6905,12,60,invalid,right,1.583589,407.574,correct
6906,12,60,valid,right,0.650037,390.745,correct
6907,12,60,invalid,left,1.416587,737.6930000000001,correct
6908,12,60,valid,right,1.433226,411.40500000000003,correct
6909,12,60,invalid,right,0.700039,413.783,correct
6910,12,60,valid,right,1.5166,475.145,correct
6911,12,60,invalid,left,1.633434,389.01099999999997,incorrect
6912,12,60,valid,left,1.449903,441.32,correct
6913,12,60,valid,left,1.066722,380.668,correct
6914,12,60,valid,right,1.249788,479.97200000000004,correct
6915,12,60,valid,left,1.533115,562.531,correct
6916,12,60,valid,left,1.166786,441.216,correct
6917,12,60,invalid,left,0.833194,484.242,correct
6918,12,60,valid,right,0.616664,348.884,correct
6919,12,60,invalid,right,0.783054,625.6089999999999,correct
6920,12,60,valid,left,1.216546,666.3520000000001,correct
6921,12,60,valid,right,0.833392,592.357,correct
6922,12,60,valid,right,0.750053,544.1310000000001,correct
6923,12,60,valid,right,1.383221,974.628,correct
6924,12,60,valid,right,1.616587,718.77,correct
6925,12,60,invalid,left,0.866714,669.4480000000001,correct
6926,12,60,valid,right,1.549835,458.15,correct
6927,12,60,invalid,right,1.09983,446.853,correct
6928,12,60,valid,right,0.783167,456.594,correct
6929,12,60,valid,right,1.533425,592.419,correct
6930,12,60,invalid,right,1.43313,406.736,correct
6931,12,60,valid,right,0.850007,498.70300000000003,correct
6932,12,60,valid,left,0.649825,606.564,correct
6933,12,60,valid,left,1.249823,537.716,correct
6934,12,60,valid,left,0.833204,414.15200000000004,correct
6935,12,60,valid,left,1.183379,711.201,correct
6936,12,60,invalid,right,0.849815,531.72,correct
6937,12,60,valid,right,1.449901,833.9879999999999,incorrect
6938,12,60,valid,left,1.483267,977.595,correct
6939,12,60,valid,right,0.866717,472.142,correct
6940,12,60,invalid,left,1.016718,385.224,correct
6941,12,60,valid,right,1.366749,421.372,correct
6942,12,60,valid,left,0.499855,568.529,correct
6943,12,60,invalid,left,1.549919,654.736,correct
6944,12,60,valid,left,1.3832,1000.0,incorrect
6945,12,60,valid,left,0.516702,466.52,correct
6946,12,60,invalid,left,0.566329,454.733,correct
6947,12,60,valid,left,0.95005,490.548,correct
6948,12,60,invalid,right,1.366513,473.84900000000005,correct
6949,12,60,invalid,right,0.949891,516.359,correct
6950,12,60,valid,right,0.59986,340.66400000000004,correct
6951,12,60,valid,right,1.500092,402.978,correct
6952,12,60,valid,left,0.933166,629.977,correct
6953,12,60,valid,right,1.083229,490.431,correct
6954,12,60,invalid,left,0.699793,363.488,correct
6955,12,60,valid,right,1.133425,413.327,correct
6956,12,60,valid,right,0.899877,482.206,correct
6957,12,60,valid,left,1.366754,481.451,correct
6958,12,60,valid,right,0.516285,415.118,correct
6959,12,60,valid,left,1.266565,573.2629999999999,correct
6960,12,60,valid,left,0.516687,394.759,correct
6961,12,60,valid,right,0.599813,462.563,correct
6962,12,60,invalid,left,0.716702,667.52,correct
6963,12,60,valid,left,0.81672,540.2040000000001,correct
6964,12,80,invalid,right,0.833207,526.544,correct
6965,12,80,invalid,right,1.13338,468.01599999999996,correct
6966,12,80,invalid,right,1.600112,405.25,correct
6967,12,80,invalid,right,1.433307,445.144,correct
6968,12,80,valid,right,1.24982,336.988,correct
6969,12,80,valid,right,0.999866,507.61400000000003,correct
6970,12,80,valid,left,1.466761,642.062,correct
6971,12,80,invalid,right,1.566563,356.041,correct
6972,12,80,invalid,right,0.566497,551.2320000000001,correct
6973,12,80,valid,left,1.566543,493.52000000000004,correct
6974,12,80,valid,right,0.54979,442.79200000000003,correct
6975,12,80,valid,right,1.316489,464.06399999999996,correct
6976,12,80,valid,right,1.383402,355.24699999999996,correct
6977,12,80,invalid,right,1.100068,522.3389999999999,correct
6978,12,80,valid,left,1.349843,477.565,correct
6979,12,80,invalid,right,1.333206,325.729,correct
6980,12,80,invalid,left,1.616731,510.52200000000005,correct
6981,12,80,valid,right,1.233391,402.39000000000004,correct
6982,12,80,valid,right,1.133149,450.717,correct
6983,12,80,invalid,left,1.216566,416.805,correct
6984,12,80,valid,left,0.499826,653.301,correct
6985,12,80,valid,right,1.616787,612.1809999999999,correct
6986,12,80,valid,right,1.666799,474.488,correct
6987,12,80,valid,left,1.049868,540.868,correct
6988,12,80,invalid,right,0.799676,529.4799999999999,correct
6989,12,80,valid,left,0.833199,618.073,correct
6990,12,80,valid,right,0.633157,512.616,correct
6991,12,80,invalid,left,1.64978,500.17699999999996,correct
6992,12,80,valid,right,0.83316,569.78,correct
6993,12,80,valid,right,1.51656,472.774,correct
6994,12,80,valid,left,1.433276,499.959,correct
6995,12,80,valid,right,1.166441,525.25,correct
6996,12,80,valid,right,1.349869,459.57599999999996,correct
6997,12,80,valid,right,0.78336,630.034,correct
6998,12,80,valid,right,1.133403,681.412,correct
6999,12,80,valid,right,0.733203,673.9739999999999,correct
7000,12,80,valid,left,1.666543,538.182,correct
7001,12,80,valid,left,1.033204,497.172,correct
7002,12,80,valid,right,0.716481,598.27,correct
7003,12,80,valid,left,1.283219,727.522,correct
7004,12,80,valid,left,0.833385,491.392,correct
7005,12,80,valid,right,0.866531,420.605,correct
7006,12,80,invalid,right,0.866726,1000.0,incorrect
7007,12,80,invalid,left,0.549818,485.923,correct
7008,12,80,valid,left,0.933436,448.72499999999997,correct
7009,12,80,valid,right,1.316437,382.465,correct
7010,12,80,valid,left,1.100048,394.90999999999997,correct
7011,12,80,valid,right,0.833164,447.821,correct
7012,12,80,valid,right,1.650113,424.631,correct
7013,12,80,invalid,right,0.533208,691.0260000000001,correct
7014,12,80,valid,left,1.149851,600.118,correct
7015,12,80,valid,left,1.183198,479.057,correct
7016,12,80,invalid,left,0.71647,568.868,correct
7017,12,80,valid,right,0.599884,406.381,correct
7018,12,80,valid,left,1.099841,649.827,correct
7019,12,80,valid,left,1.649919,601.29,correct
7020,12,80,valid,left,0.99976,389.104,correct
7021,12,80,valid,left,1.533238,442.611,correct
7022,12,80,invalid,right,1.266533,618.916,correct
7023,12,80,valid,right,1.466549,458.157,correct
7024,12,80,valid,left,1.04973,403.33000000000004,correct
7025,12,80,valid,left,0.74981,482.144,correct
7026,12,80,valid,right,1.266747,391.181,correct
7027,12,80,valid,right,1.533208,543.569,correct
7028,12,80,valid,right,0.650051,466.317,incorrect
7029,12,80,valid,right,1.016441,570.419,correct
7030,12,80,invalid,left,0.783358,739.086,correct
7031,12,80,valid,left,1.183205,928.227,correct
7032,12,80,valid,left,1.149894,445.2,correct
7033,12,80,valid,right,1.049886,585.46,correct
7034,12,80,valid,left,0.916547,502.219,correct
7035,12,80,valid,right,0.916555,435.11499999999995,correct
7036,12,80,valid,left,0.900021,523.1850000000001,correct
7037,12,80,valid,right,0.5165,420.274,correct
7038,12,80,valid,right,0.966722,472.348,correct
7039,12,80,valid,right,1.533181,472.995,correct
7040,12,80,invalid,right,0.933199,435.332,correct
7041,12,80,valid,right,1.249873,465.055,correct
7042,12,80,valid,right,1.366553,365.812,correct
7043,12,80,valid,left,1.549913,457.45599999999996,correct
7044,12,80,valid,right,1.016549,622.773,correct
7045,12,80,valid,right,1.416493,316.351,correct
7046,12,80,valid,right,0.883616,535.1120000000001,correct
7047,12,80,valid,left,1.366519,409.269,correct
7048,12,80,invalid,right,0.73311,377.361,correct
7049,12,80,valid,left,0.49983,459.657,correct
7050,12,80,valid,left,1.233408,365.773,correct
7051,12,80,valid,right,0.583152,435.91,correct
7052,12,80,valid,left,0.866444,391.627,correct
7053,12,80,valid,right,0.566389,422.693,correct
7054,12,80,valid,right,0.983243,433.587,correct
7055,12,80,valid,right,0.649851,371.151,correct
7056,12,80,valid,left,0.683378,578.2420000000001,correct
7057,12,80,valid,left,1.499893,484.751,correct
7058,12,80,valid,right,1.433414,462.797,correct
7059,12,80,valid,left,0.699813,530.5229999999999,correct
7060,12,80,invalid,left,1.149655,437.699,correct
7061,12,80,valid,left,1.383416,419.671,correct
7062,12,80,valid,right,1.683454,466.753,correct
7063,12,80,invalid,right,1.033147,664.61,correct
7064,12,80,valid,left,0.633179,467.717,correct
7065,12,80,valid,right,1.666568,525.701,correct
7066,12,80,valid,left,0.816723,519.39,correct
7067,12,80,valid,right,0.799839,381.14599999999996,correct
7068,12,80,valid,right,0.966728,604.475,correct
7069,12,80,valid,right,0.499754,538.199,correct
7070,12,80,valid,left,0.683394,529.578,correct
7071,12,80,valid,left,1.31654,598.109,incorrect
7072,12,80,valid,right,1.483252,458.13,correct
7073,12,80,valid,right,1.516582,406.625,correct
7074,12,80,valid,right,0.516497,551.016,correct
7075,12,80,valid,left,1.59985,497.544,correct
7076,12,80,valid,right,0.983211,622.892,correct
7077,12,80,valid,left,1.533218,480.86899999999997,correct
7078,12,80,valid,right,1.399901,407.738,correct
7079,12,80,valid,left,0.983209,417.33799999999997,correct
7080,12,80,invalid,left,1.016734,575.177,correct
7081,12,80,valid,right,1.299864,493.154,correct
7082,12,80,invalid,left,1.316747,547.08,correct
7083,12,80,invalid,right,1.199867,717.4019999999999,correct
7084,12,80,valid,left,1.516508,493.896,correct
7085,12,80,invalid,left,0.650044,814.808,incorrect
7086,12,80,valid,right,0.700043,449.54499999999996,correct
7087,12,80,valid,left,0.5165,669.256,correct
7088,12,80,valid,left,0.899833,520.544,correct
7089,12,80,valid,left,1.13339,490.579,correct
7090,12,80,valid,left,1.166535,919.582,correct
7091,12,80,valid,right,0.616518,480.643,correct
7092,12,80,invalid,right,1.399905,532.12,correct
7093,12,80,valid,left,1.016509,472.159,correct
7094,12,80,valid,right,1.149848,437.306,correct
7095,12,80,valid,right,1.283435,527.67,correct
7096,12,80,invalid,left,0.749815,518.687,correct
7097,12,80,valid,left,0.866427,371.382,correct
7098,12,80,valid,left,0.933173,476.439,correct
7099,12,80,valid,left,1.21656,380.789,correct
7100,12,80,valid,left,0.716477,548.6600000000001,correct
7101,12,80,invalid,left,1.416568,909.5029999999999,correct
7102,12,80,invalid,left,1.183129,499.01099999999997,correct
7103,12,80,valid,left,1.249875,601.966,correct
7104,12,80,invalid,left,1.116517,942.844,correct
7105,12,80,invalid,left,1.049913,458.257,correct
7106,14,100,valid,left,0.983433,487.676,correct
7107,14,100,valid,left,0.88337,421.01300000000003,correct
7108,14,100,valid,right,1.200173,450.503,correct
7109,14,100,valid,right,1.500083,436.975,correct
7110,14,100,valid,left,1.649891,413.891,correct
7111,14,100,valid,right,0.616717,543.931,correct
7112,14,100,valid,right,0.649943,455.082,correct
7113,14,100,valid,right,0.566672,570.8800000000001,correct
7114,14,100,valid,left,1.566701,618.919,correct
7115,14,100,valid,left,1.200137,496.03999999999996,correct
7116,14,100,valid,right,0.616733,710.0600000000001,correct
7117,14,100,valid,right,1.11671,407.53499999999997,correct
7118,14,100,valid,right,0.866831,386.00800000000004,correct
7119,14,100,valid,right,1.183461,562.474,correct
7120,14,100,valid,left,0.84978,438.238,correct
7121,14,100,valid,right,1.083433,422.653,correct
7122,14,100,valid,left,0.966901,401.893,correct
7123,14,100,valid,right,1.266745,449.777,correct
7124,14,100,valid,right,0.950069,470.616,correct
7125,14,100,valid,left,1.000128,513.358,correct
7126,14,100,valid,left,1.483424,512.81,correct
7127,14,100,valid,left,1.166731,467.254,correct
7128,14,100,valid,left,0.616694,566.258,correct
7129,14,100,valid,right,0.500133,403.673,correct
7130,14,100,valid,left,1.583389,550.689,correct
7131,14,100,valid,left,0.983272,510.695,correct
7132,14,100,valid,left,1.600178,566.859,correct
7133,14,100,valid,right,1.433407,468.725,correct
7134,14,100,valid,right,1.150049,385.96999999999997,correct
7135,14,100,valid,right,1.466558,489.026,correct
7136,14,100,valid,left,0.699805,442.821,correct
7137,14,100,valid,right,1.09994,475.334,correct
7138,14,100,valid,right,0.883505,383.116,correct
7139,14,100,valid,right,1.166706,417.56300000000005,correct
7140,14,100,valid,right,1.050157,487.46,correct
7141,14,100,valid,left,1.600177,400.632,correct
7142,14,100,valid,right,0.766549,646.43,correct
7143,14,100,valid,right,0.550127,537.544,correct
7144,14,100,valid,right,1.066696,389.036,correct
7145,14,100,valid,left,1.033405,481.596,correct
7146,14,100,valid,left,0.766763,488.163,correct
7147,14,100,valid,left,0.949836,418.58299999999997,correct
7148,14,100,valid,left,0.516576,439.232,correct
7149,14,100,valid,left,0.900216,717.734,correct
7150,14,100,valid,right,0.70018,508.621,correct
7151,14,100,valid,left,0.916632,435.389,correct
7152,14,100,valid,right,1.21646,439.111,correct
7153,14,100,valid,right,1.38347,368.90099999999995,correct
7154,14,100,valid,right,0.599907,417.058,correct
7155,14,100,valid,left,1.033259,464.87,correct
7156,14,100,valid,left,1.683526,391.946,correct
7157,14,100,valid,right,1.249751,400.89599999999996,correct
7158,14,100,valid,left,1.100058,580.098,correct
7159,14,100,valid,right,1.416674,445.75100000000003,correct
7160,14,100,valid,left,0.66672,466.32800000000003,correct
7161,14,100,valid,right,1.250003,409.79900000000004,incorrect
7162,14,100,valid,right,1.383299,679.1080000000001,correct
7163,14,100,valid,left,0.800014,453.717,correct
7164,14,100,valid,right,1.650121,470.22999999999996,incorrect
7165,14,100,valid,left,1.350197,527.6659999999999,correct
7166,14,100,valid,left,1.45023,540.717,correct
7167,14,100,valid,right,0.7334,505.252,correct
7168,14,100,valid,left,1.383427,558.392,correct
7169,14,100,valid,left,1.383408,535.242,correct
7170,14,100,valid,left,0.950085,440.316,correct
7171,14,100,valid,right,1.36667,483.811,correct
7172,14,100,valid,right,1.533553,470.73199999999997,correct
7173,14,100,valid,left,1.183259,477.702,correct
7174,14,100,valid,left,1.516577,419.99399999999997,correct
7175,14,100,valid,left,1.083445,396.144,correct
7176,14,100,valid,right,1.100132,518.8530000000001,correct
7177,14,100,valid,left,1.149956,385.10699999999997,correct
7178,14,100,valid,right,0.783352,367.57,correct
7179,14,100,valid,right,0.799997,407.87,correct
7180,14,100,valid,right,0.783378,503.14099999999996,correct
7181,14,100,valid,right,0.73344,458.138,correct
7182,14,100,valid,right,0.766596,512.221,correct
7183,14,100,valid,left,1.433228,474.45,correct
7184,14,100,valid,left,1.016859,499.107,correct
7185,14,100,valid,right,1.583504,489.694,correct
7186,14,100,valid,right,1.450141,404.424,correct
7187,14,100,valid,right,1.48332,505.073,correct
7188,14,100,valid,left,0.916713,439.06899999999996,correct
7189,14,100,valid,right,1.033247,542.355,correct
7190,14,100,valid,left,0.683364,581.451,correct
7191,14,100,valid,left,0.616634,416.12,correct
7192,14,100,valid,left,0.50003,372.753,correct
7193,14,100,valid,right,0.833335,321.303,correct
7194,14,100,valid,right,1.233373,318.99100000000004,correct
7195,14,100,valid,left,1.466765,407.04400000000004,correct
7196,14,100,valid,right,1.366778,455.826,correct
7197,14,100,valid,right,1.299887,380.437,correct
7198,14,100,valid,left,1.400108,403.021,correct
7199,14,100,valid,left,0.900165,386.684,correct
7200,14,100,valid,right,0.633502,449.216,incorrect
7201,14,100,valid,right,1.46647,495.935,correct
7202,14,100,valid,right,1.633453,555.4350000000001,correct
7203,14,100,valid,left,1.583451,453.265,correct
7204,14,100,valid,right,0.900039,591.5409999999999,correct
7205,14,100,valid,left,1.133326,580.142,correct
7206,14,100,valid,right,0.716739,436.176,correct
7207,14,100,valid,right,0.800182,378.351,correct
7208,14,100,valid,left,1.33329,502.042,correct
7209,14,100,valid,left,1.066729,587.259,correct
7210,14,100,valid,left,0.816737,441.51099999999997,correct
7211,14,100,valid,right,1.200054,379.439,correct
7212,14,100,valid,left,1.550145,441.048,correct
7213,14,100,valid,left,1.250171,443.73600000000005,correct
7214,14,100,valid,left,1.133399,341.113,correct
7215,14,100,valid,right,1.316785,347.043,incorrect
7216,14,100,valid,left,0.850102,453.155,correct
7217,14,100,valid,right,0.650076,381.623,correct
7218,14,100,valid,right,1.150061,353.292,correct
7219,14,100,valid,right,0.600176,525.963,correct
7220,14,100,valid,right,1.550093,514.066,correct
7221,14,100,valid,right,1.016928,413.763,correct
7222,14,100,valid,left,1.083279,468.048,correct
7223,14,100,valid,right,1.166691,432.64000000000004,correct
7224,14,100,valid,right,1.433267,337.566,correct
7225,14,100,valid,left,1.100104,441.79699999999997,correct
7226,14,100,valid,left,0.550017,603.774,correct
7227,14,100,valid,left,1.466594,426.371,correct
7228,14,100,valid,left,1.39989,507.59900000000005,correct
7229,14,100,valid,left,1.016774,491.197,correct
7230,14,100,valid,right,1.399906,349.17199999999997,correct
7231,14,100,valid,right,1.283367,468.86100000000005,correct
7232,14,100,valid,left,0.650229,582.8870000000001,correct
7233,14,100,valid,left,1.416714,493.521,correct
7234,14,100,valid,right,0.983458,435.58599999999996,correct
7235,14,100,valid,left,0.666887,409.279,correct
7236,14,100,valid,left,1.283504,462.76099999999997,correct
7237,14,100,valid,left,0.933389,435.77500000000003,correct
7238,14,100,valid,right,1.233219,427.731,correct
7239,14,100,valid,right,1.516386,387.933,correct
7240,14,100,valid,right,0.883375,325.90400000000005,correct
7241,14,100,valid,left,1.366786,425.262,correct
7242,14,100,valid,right,0.81681,570.499,correct
7243,14,100,valid,right,1.666656,530.534,correct
7244,14,100,valid,right,0.533443,555.256,correct
7245,14,100,valid,left,1.283502,386.20700000000005,correct
7246,14,100,valid,left,1.500091,488.832,correct
7247,14,100,valid,left,1.533484,360.41200000000003,correct
7248,14,100,valid,right,1.133362,519.3689999999999,correct
7249,14,100,valid,right,0.666799,464.55999999999995,correct
7250,14,60,invalid,left,0.666723,465.505,correct
7251,14,60,invalid,right,1.183422,353.134,correct
7252,14,60,invalid,left,1.400074,504.401,correct
7253,14,60,invalid,right,1.516808,573.45,correct
7254,14,60,valid,left,0.650153,460.366,correct
7255,14,60,invalid,left,0.65005,466.963,correct
7256,14,60,invalid,right,1.200183,670.729,correct
7257,14,60,valid,left,1.666757,498.564,correct
7258,14,60,valid,right,1.11663,399.42100000000005,correct
7259,14,60,invalid,left,1.300047,372.407,correct
7260,14,60,valid,left,1.350001,454.426,correct
7261,14,60,valid,left,1.399919,473.02,correct
7262,14,60,invalid,right,0.966641,466.34799999999996,correct
7263,14,60,valid,right,0.966714,338.807,correct
7264,14,60,valid,left,1.0834,397.46799999999996,incorrect
7265,14,60,valid,left,0.666618,498.94300000000004,correct
7266,14,60,valid,right,0.75015,422.71500000000003,incorrect
7267,14,60,valid,right,1.233279,420.136,correct
7268,14,60,valid,left,1.183408,865.2429999999999,correct
7269,14,60,valid,left,1.000172,478.039,correct
7270,14,60,invalid,left,1.166754,549.8870000000001,correct
7271,14,60,valid,right,0.79992,474.843,correct
7272,14,60,valid,right,1.216627,438.193,correct
7273,14,60,invalid,right,1.283297,412.647,correct
7274,14,60,invalid,left,1.283451,346.598,incorrect
7275,14,60,invalid,left,0.783374,500.664,correct
7276,14,60,invalid,right,0.766782,476.91,correct
7277,14,60,valid,right,1.249886,608.034,correct
7278,14,60,invalid,left,0.766713,546.9110000000001,correct
7279,14,60,valid,right,1.46667,471.096,correct
7280,14,60,invalid,right,1.216882,504.826,correct
7281,14,60,invalid,right,1.216753,553.967,correct
7282,14,60,valid,right,0.583462,483.684,correct
7283,14,60,invalid,right,1.50021,652.2750000000001,correct
7284,14,60,valid,left,1.116645,415.153,correct
7285,14,60,invalid,left,0.616801,430.055,correct
7286,14,60,invalid,right,1.400118,434.225,correct
7287,14,60,valid,right,1.183568,405.92699999999996,correct
7288,14,60,invalid,left,0.666752,343.39300000000003,correct
7289,14,60,invalid,left,1.349996,389.154,correct
7290,14,60,valid,left,0.749755,445.336,correct
7291,14,60,valid,left,0.733472,463.068,correct
7292,14,60,invalid,right,1.466749,636.193,correct
7293,14,60,valid,right,0.800146,474.482,correct
7294,14,60,valid,left,0.716788,585.881,correct
7295,14,60,invalid,left,1.366756,497.75199999999995,correct
7296,14,60,invalid,left,1.133507,438.428,correct
7297,14,60,invalid,left,1.650093,440.504,correct
7298,14,60,valid,left,1.683429,411.206,incorrect
7299,14,60,invalid,left,0.716602,416.751,correct
7300,14,60,valid,right,1.166561,433.046,correct
7301,14,60,valid,right,1.149941,581.509,correct
7302,14,60,invalid,left,1.250191,483.56,correct
7303,14,60,valid,left,1.583428,375.95099999999996,correct
7304,14,60,valid,left,0.866823,526.578,correct
7305,14,60,valid,right,0.633432,603.356,correct
7306,14,60,valid,right,1.350092,461.187,correct
7307,14,60,invalid,left,0.60002,570.802,correct
7308,14,60,valid,left,0.833396,513.2719999999999,correct
7309,14,60,valid,left,1.033409,437.164,correct
7310,14,60,valid,left,1.033443,343.50399999999996,correct
7311,14,60,invalid,right,1.466766,459.233,correct
7312,14,60,valid,right,1.316736,378.058,correct
7313,14,60,invalid,right,1.633459,575.506,correct
7314,14,60,invalid,left,0.86662,610.446,correct
7315,14,60,invalid,left,1.383367,438.398,correct
7316,14,60,invalid,right,0.683403,864.226,correct
7317,14,60,valid,right,1.166755,470.829,correct
7318,14,60,invalid,right,1.30009,630.933,correct
7319,14,60,invalid,left,1.000104,720.481,correct
7320,14,60,invalid,right,0.633493,772.4609999999999,correct
7321,14,60,invalid,left,1.516764,520.082,correct
7322,14,60,invalid,left,1.466745,456.521,correct
7323,14,60,invalid,right,1.183386,540.741,correct
7324,14,60,valid,left,0.700049,508.78999999999996,correct
7325,14,60,valid,right,0.766761,400.175,correct
7326,14,60,valid,right,0.733423,345.22,correct
7327,14,60,invalid,right,1.0167,525.243,correct
7328,14,60,valid,left,1.083411,653.198,correct
7329,14,60,invalid,left,0.850051,621.032,correct
7330,14,60,valid,left,0.733385,427.55,correct
7331,14,60,valid,left,1.233453,492.63800000000003,correct
7332,14,60,invalid,left,0.916742,384.916,correct
7333,14,60,valid,right,1.566762,444.808,correct
7334,14,60,valid,right,1.46678,607.221,correct
7335,14,60,valid,right,0.783346,397.892,correct
7336,14,60,valid,left,0.616734,594.823,correct
7337,14,60,invalid,left,1.233412,567.832,correct
